trajectory_id,base_seed,family,class,sigma,stride,degree,metric,split,cache_path
B_return_1001_sigma50,1001,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1001/sigma50/stride1
B_return_1002_sigma0,1002,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1002/sigma0/stride1
B_return_1002_sigma50,1002,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1002/sigma50/stride1
B_return_1003_sigma0,1003,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1003/sigma0/stride1
B_return_1003_sigma50,1003,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1003/sigma50/stride1
B_return_1004_sigma0,1004,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1004/sigma0/stride1
B_return_1004_sigma50,1004,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1004/sigma50/stride1
B_return_1005_sigma0,1005,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1005/sigma0/stride1
B_return_1005_sigma50,1005,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1005/sigma50/stride1
B_return_1006_sigma0,1006,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1006/sigma0/stride1
B_return_1006_sigma50,1006,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1006/sigma50/stride1
B_return_1007_sigma0,1007,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1007/sigma0/stride1
B_return_1007_sigma50,1007,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1007/sigma50/stride1
B_return_1008_sigma0,1008,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1008/sigma0/stride1
B_return_1008_sigma50,1008,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1008/sigma50/stride1
B_return_1009_sigma0,1009,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1009/sigma0/stride1
B_return_1009_sigma50,1009,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1009/sigma50/stride1
B_return_1010_sigma0,1010,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1010/sigma0/stride1
B_return_1010_sigma50,1010,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1010/sigma50/stride1
B_return_1011_sigma0,1011,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1011/sigma0/stride1
B_return_1011_sigma50,1011,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1011/sigma50/stride1
B_return_1012_sigma0,1012,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1012/sigma0/stride1
B_return_1012_sigma50,1012,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1012/sigma50/stride1
B_return_1013_sigma0,1013,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1013/sigma0/stride1
B_return_1013_sigma50,1013,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1013/sigma50/stride1
B_return_1014_sigma0,1014,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1014/sigma0/stride1
B_return_1014_sigma50,1014,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1014/sigma50/stride1
B_return_1015_sigma0,1015,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1015/sigma0/stride1
B_return_1015_sigma50,1015,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1015/sigma50/stride1
B_return_1016_sigma0,1016,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1016/sigma0/stride1
B_return_1016_sigma50,1016,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1016/sigma50/stride1
B_return_1017_sigma0,1017,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1017/sigma0/stride1
B_return_1017_sigma50,1017,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1017/sigma50/stride1
B_return_1018_sigma0,1018,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1018/sigma0/stride1
B_return_1018_sigma50,1018,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1018/sigma50/stride1
B_return_1019_sigma0,1019,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1019/sigma0/stride1
B_return_1019_sigma50,1019,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1019/sigma50/stride1
A_jump_2000_sigma0,2000,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2000/sigma0/stride1
A_jump_2000_sigma50,2000,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2000/sigma50/stride1
A_jump_2001_sigma0,2001,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2001/sigma0/stride1
A_jump_2001_sigma50,2001,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2001/sigma50/stride1
A_jump_2002_sigma0,2002,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2002/sigma0/stride1
A_jump_2002_sigma50,2002,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2002/sigma50/stride1
A_jump_2003_sigma0,2003,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2003/sigma0/stride1
A_jump_2003_sigma50,2003,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2003/sigma50/stride1
A_jump_2004_sigma0,2004,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2004/sigma0/stride1
A_jump_2004_sigma50,2004,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2004/sigma50/stride1
A_jump_2005_sigma0,2005,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2005/sigma0/stride1
A_jump_2005_sigma50,2005,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2005/sigma50/stride1
A_jump_2006_sigma0,2006,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2006/sigma0/stride1
A_jump_2006_sigma50,2006,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2006/sigma50/stride1
A_jump_2007_sigma0,2007,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2007/sigma0/stride1
A_jump_2007_sigma50,2007,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2007/sigma50/stride1
A_jump_2008_sigma0,2008,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2008/sigma0/stride1
A_jump_2008_sigma50,2008,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2008/sigma50/stride1
A_jump_2009_sigma0,2009,A,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2009/sigma0/stride1
A_jump_2009_sigma50,2009,A,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/2009/sigma50/stride1
A_ramp_2000_sigma0,2000,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2000/sigma0/stride1
A_ramp_2000_sigma50,2000,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2000/sigma50/stride1
A_ramp_2001_sigma0,2001,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2001/sigma0/stride1
A_ramp_2001_sigma50,2001,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2001/sigma50/stride1
A_ramp_2002_sigma0,2002,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2002/sigma0/stride1
A_ramp_2002_sigma50,2002,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2002/sigma50/stride1
A_ramp_2003_sigma0,2003,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2003/sigma0/stride1
A_ramp_2003_sigma50,2003,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2003/sigma50/stride1
A_ramp_2004_sigma0,2004,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2004/sigma0/stride1
A_ramp_2004_sigma50,2004,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2004/sigma50/stride1
A_ramp_2005_sigma0,2005,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2005/sigma0/stride1
A_ramp_2005_sigma50,2005,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2005/sigma50/stride1
A_ramp_2006_sigma0,2006,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2006/sigma0/stride1
A_ramp_2006_sigma50,2006,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2006/sigma50/stride1
A_ramp_2007_sigma0,2007,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2007/sigma0/stride1
A_ramp_2007_sigma50,2007,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2007/sigma50/stride1
A_ramp_2008_sigma0,2008,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2008/sigma0/stride1
A_ramp_2008_sigma50,2008,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2008/sigma50/stride1
A_ramp_2009_sigma0,2009,A,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2009/sigma0/stride1
A_ramp_2009_sigma50,2009,A,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/2009/sigma50/stride1
A_return_2000_sigma0,2000,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2000/sigma0/stride1
A_return_2000_sigma50,2000,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2000/sigma50/stride1
A_return_2001_sigma0,2001,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2001/sigma0/stride1
A_return_2001_sigma50,2001,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2001/sigma50/stride1
A_return_2002_sigma0,2002,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2002/sigma0/stride1
A_return_2002_sigma50,2002,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2002/sigma50/stride1
A_return_2003_sigma0,2003,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2003/sigma0/stride1
A_return_2003_sigma50,2003,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2003/sigma50/stride1
A_return_2004_sigma0,2004,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2004/sigma0/stride1
A_return_2004_sigma50,2004,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2004/sigma50/stride1
A_return_2005_sigma0,2005,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2005/sigma0/stride1
A_return_2005_sigma50,2005,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2005/sigma50/stride1
A_return_2006_sigma0,2006,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2006/sigma0/stride1
A_return_2006_sigma50,2006,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2006/sigma50/stride1
A_return_2007_sigma0,2007,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2007/sigma0/stride1
A_return_2007_sigma50,2007,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2007/sigma50/stride1
A_return_2008_sigma0,2008,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2008/sigma0/stride1
A_return_2008_sigma50,2008,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2008/sigma50/stride1
A_return_2009_sigma0,2009,A,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2009/sigma0/stride1
A_return_2009_sigma50,2009,A,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/2009/sigma50/stride1
B_jump_2000_sigma0,2000,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2000/sigma0/stride1
B_jump_2000_sigma50,2000,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2000/sigma50/stride1
B_jump_2001_sigma0,2001,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2001/sigma0/stride1
B_jump_2001_sigma50,2001,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2001/sigma50/stride1
B_jump_2002_sigma0,2002,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2002/sigma0/stride1
B_jump_2002_sigma50,2002,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2002/sigma50/stride1
B_jump_2003_sigma0,2003,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2003/sigma0/stride1
B_jump_2003_sigma50,2003,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2003/sigma50/stride1
B_jump_2004_sigma0,2004,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2004/sigma0/stride1
B_jump_2004_sigma50,2004,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2004/sigma50/stride1
B_jump_2005_sigma0,2005,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2005/sigma0/stride1
B_jump_2005_sigma50,2005,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2005/sigma50/stride1
B_jump_2006_sigma0,2006,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2006/sigma0/stride1
B_jump_2006_sigma50,2006,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2006/sigma50/stride1
B_jump_2007_sigma0,2007,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2007/sigma0/stride1
B_jump_2007_sigma50,2007,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2007/sigma50/stride1
B_jump_2008_sigma0,2008,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2008/sigma0/stride1
B_jump_2008_sigma50,2008,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2008/sigma50/stride1
B_jump_2009_sigma0,2009,B,jump,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2009/sigma0/stride1
B_jump_2009_sigma50,2009,B,jump,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/2009/sigma50/stride1
B_ramp_2000_sigma0,2000,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2000/sigma0/stride1
B_ramp_2000_sigma50,2000,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2000/sigma50/stride1
B_ramp_2001_sigma0,2001,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2001/sigma0/stride1
B_ramp_2001_sigma50,2001,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2001/sigma50/stride1
B_ramp_2002_sigma0,2002,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2002/sigma0/stride1
B_ramp_2002_sigma50,2002,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2002/sigma50/stride1
B_ramp_2003_sigma0,2003,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2003/sigma0/stride1
B_ramp_2003_sigma50,2003,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2003/sigma50/stride1
B_ramp_2004_sigma0,2004,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2004/sigma0/stride1
B_ramp_2004_sigma50,2004,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2004/sigma50/stride1
B_ramp_2005_sigma0,2005,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2005/sigma0/stride1
B_ramp_2005_sigma50,2005,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2005/sigma50/stride1
B_ramp_2006_sigma0,2006,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2006/sigma0/stride1
B_ramp_2006_sigma50,2006,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2006/sigma50/stride1
B_ramp_2007_sigma0,2007,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2007/sigma0/stride1
B_ramp_2007_sigma50,2007,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2007/sigma50/stride1
B_ramp_2008_sigma0,2008,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2008/sigma0/stride1
B_ramp_2008_sigma50,2008,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2008/sigma50/stride1
B_ramp_2009_sigma0,2009,B,ramp,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2009/sigma0/stride1
B_ramp_2009_sigma50,2009,B,ramp,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/2009/sigma50/stride1
B_return_2000_sigma0,2000,B,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2000/sigma0/stride1
B_return_2000_sigma50,2000,B,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2000/sigma50/stride1
B_return_2001_sigma0,2001,B,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2001/sigma0/stride1
B_return_2001_sigma50,2001,B,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2001/sigma50/stride1
B_return_2002_sigma0,2002,B,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2002/sigma0/stride1
B_return_2002_sigma50,2002,B,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2002/sigma50/stride1
B_return_2003_sigma0,2003,B,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2003/sigma0/stride1
B_return_2003_sigma50,2003,B,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2003/sigma50/stride1
B_return_2004_sigma0,2004,B,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2004/sigma0/stride1
B_return_2004_sigma50,2004,B,return,0.05,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2004/sigma50/stride1
B_return_2005_sigma0,2005,B,return,0.0,1,0,bottleneck_linf,validation,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/2005/sigma0/stride1
